CpG,Module,Strategy
cg07974473,2315,singleton
cg07965823,2316,singleton
cg07850604,2317,singleton
cg07442409,2318,singleton
cg21731375,2319,singleton
cg06934523,2320,singleton
cg06873880,2321,singleton
cg06821999,2322,singleton
cg06819357,2323,singleton
cg06749715,2324,singleton
cg06633061,2325,singleton
cg06218726,2326,singleton
cg05150327,2327,singleton
cg07326413,2328,singleton
cg07282889,2329,singleton
cg07148207,2330,singleton
cg06914505,2331,singleton
cg06364757,2332,singleton
cg06258672,2333,singleton
cg05881135,2334,singleton
cg05505872,2335,singleton
cg07431199,2336,singleton
cg04751276,2337,singleton
cg04603031,2338,singleton
cg04164058,2339,singleton
cg04098270,2340,singleton
cg04090392,2341,singleton
cg03927133,2342,singleton
cg03840073,2343,singleton
cg03399905,2344,singleton
cg09275667,2345,singleton
cg10941749,2346,singleton
cg10586317,2347,singleton
cg10577534,2348,singleton
cg10425861,2349,singleton
cg10344832,2350,singleton
cg10157251,2351,singleton
cg09744397,2352,singleton
cg09299055,2353,singleton
cg03374888,2354,singleton
cg09180848,2355,singleton
cg08761208,2356,singleton
cg08557649,2357,singleton
cg08370996,2358,singleton
cg07931844,2359,singleton
cg07915206,2360,singleton
cg07485916,2361,singleton
cg24281191,2362,singleton
cg26229990,2363,singleton
cg26206396,2364,singleton
cg26194477,2365,singleton
cg25943480,2366,singleton
cg25268718,2367,singleton
cg24736989,2368,singleton
cg24673101,2369,singleton
cg24530460,2370,singleton
cg27175093,2371,singleton
cg24058132,2372,singleton
cg24035598,2373,singleton
cg23962018,2374,singleton
cg23815900,2375,singleton
cg22976533,2376,singleton
cg22971594,2377,singleton
cg22805381,2378,singleton
cg01763090,2379,singleton
cg03257179,2380,singleton
cg02900766,2381,singleton
cg02888131,2382,singleton
cg02794990,2383,singleton
cg02334775,2384,singleton
cg02248826,2385,singleton
cg02109162,2386,singleton
cg02079584,2387,singleton
cg20886049,2388,singleton
cg01153166,2389,singleton
cg00930873,2390,singleton
cg00415704,2391,singleton
cg00337662,2392,singleton
cg00309133,2393,singleton
cg00237475,2394,singleton
cg27348266,2395,singleton
cg24234899,2396,singleton
cg27376136,2397,singleton
cg27312979,2398,singleton
cg26820037,2399,singleton
cg26718433,2400,singleton
cg26702958,2401,singleton
cg26492368,2402,singleton
cg24439256,2403,singleton
cg24239148,2404,singleton
cg27533288,2405,singleton
cg24205914,2406,singleton
cg23803337,2407,singleton
cg23068913,2408,singleton
cg23039195,2409,singleton
cg22635008,2410,singleton
cg22579265,2411,singleton
cg21383487,2412,singleton
cg20744625,2413,singleton
cg03181582,2414,singleton
cg04609163,2415,singleton
cg04547675,2416,singleton
cg04290346,2417,singleton
cg03963327,2418,singleton
cg03742763,2419,singleton
cg03565189,2420,singleton
cg03442378,2421,singleton
cg03405909,2422,singleton
cg20386580,2423,singleton
cg02646491,2424,singleton
cg02423574,2425,singleton
cg02078690,2426,singleton
cg02046143,2427,singleton
cg01736784,2428,singleton
cg01642521,2429,singleton
cg01435574,2430,singleton
cg07951083,2431,singleton
cg10778841,2432,singleton
cg10595547,2433,singleton
cg10530889,2434,singleton
cg09848096,2435,singleton
cg09432590,2436,singleton
cg09403666,2437,singleton
cg09053680,2438,singleton
cg08734600,2439,singleton
cg10947408,2440,singleton
cg07068327,2441,singleton
cg06769546,2442,singleton
cg05667348,2443,singleton
cg05653707,2444,singleton
cg04832177,2445,singleton
cg04425920,2446,singleton
cg03943218,2447,singleton
cg15475851,2448,singleton
cg19912142,2449,singleton
cg18358869,2450,singleton
cg17538572,2451,singleton
cg16827475,2452,singleton
cg16596052,2453,singleton
cg16494192,2454,singleton
cg16459519,2455,singleton
cg16422098,2456,singleton
cg05093315,2457,singleton
cg14805996,2458,singleton
cg12835048,2459,singleton
cg12646649,2460,singleton
cg11842610,2461,singleton
cg11697427,2462,singleton
cg11229185,2463,singleton
cg11174855,2464,singleton
cg20912770,2465,singleton
cg23878494,2466,singleton
cg23744638,2467,singleton
cg23727983,2468,singleton
cg23558842,2469,singleton
cg23211240,2470,singleton
cg23091758,2471,singleton
cg22346124,2472,singleton
cg22344793,2473,singleton
cg24543696,2474,singleton
cg20809378,2475,singleton
cg20555682,2476,singleton
cg20494635,2477,singleton
cg20090108,2478,singleton
cg19852660,2479,singleton
cg19297427,2480,singleton
cg18987410,2481,singleton
cg18953784,2482,singleton
cg02553054,2483,singleton
cg08190858,2484,singleton
cg07915921,2485,singleton
cg07912789,2486,singleton
cg07147449,2487,singleton
cg05222995,2488,singleton
cg04737916,2489,singleton
cg03536474,2490,singleton
cg03078269,2491,singleton
cg18372607,2492,singleton
cg02305765,2493,singleton
cg01614102,2494,singleton
cg00182639,2495,singleton
cg27314569,2496,singleton
cg26665035,2497,singleton
cg25943588,2498,singleton
cg24575083,2499,singleton
cg08160331,2500,singleton
cg11667086,2501,singleton
cg11524400,2502,singleton
cg11284797,2503,singleton
cg10336131,2504,singleton
cg10010533,2505,singleton
cg09617579,2506,singleton
cg09251429,2507,singleton
cg08364561,2508,singleton
cg11762839,2509,singleton
cg07976064,2510,singleton
cg07333715,2511,singleton
cg07281879,2512,singleton
cg06976250,2513,singleton
cg06943835,2514,singleton
cg06279471,2515,singleton
cg05768922,2516,singleton
cg15114474,2517,singleton
cg18031326,2518,singleton
cg16709353,2519,singleton
cg16437728,2520,singleton
cg16061228,2521,singleton
cg15580724,2522,singleton
cg15393937,2523,singleton
cg15243034,2524,singleton
cg15138614,2525,singleton
cg03354113,2526,singleton
cg14243481,2527,singleton
cg13762320,2528,singleton
cg13464448,2529,singleton
cg13201808,2530,singleton
cg13161658,2531,singleton
cg12170314,2532,singleton
cg12159215,2533,singleton
cg00034076,2534,singleton
cg03333634,2535,singleton
cg03301200,2536,singleton
cg02356551,2537,singleton
cg02110858,2538,singleton
cg01495122,2539,singleton
cg00723017,2540,singleton
cg00688447,2541,singleton
cg00415665,2542,singleton
cg03650674,2543,singleton
cg27425996,2544,singleton
cg27331524,2545,singleton
cg27009703,2546,singleton
cg26824006,2547,singleton
cg26818735,2548,singleton
cg26718878,2549,singleton
cg26521404,2550,singleton
cg26170604,2551,singleton
cg06522288,2552,singleton
cg08992872,2553,singleton
cg08928882,2554,singleton
cg07969676,2555,singleton
cg07739205,2556,singleton
cg07719492,2557,singleton
cg07552803,2558,singleton
cg07161721,2559,singleton
cg06616729,2560,singleton
cg26002512,2561,singleton
cg05930881,2562,singleton
cg05166490,2563,singleton
cg04917181,2564,singleton
cg04785900,2565,singleton
cg04218812,2566,singleton
cg04014062,2567,singleton
cg03734437,2568,singleton
cg17200920,2569,singleton
cg20377305,2570,singleton
cg20061010,2571,singleton
cg19629631,2572,singleton
cg19381766,2573,singleton
cg19239040,2574,singleton
cg18057109,2575,singleton
cg18045859,2576,singleton
cg17985646,2577,singleton
cg20426994,2578,singleton
cg16882373,2579,singleton
cg16288089,2580,singleton
cg15311814,2581,singleton
cg15205547,2582,singleton
cg15174623,2583,singleton
cg14999001,2584,singleton
cg14871932,2585,singleton
cg22675801,2586,singleton
cg24881205,2587,singleton
cg24676071,2588,singleton
cg24497732,2589,singleton
cg24426072,2590,singleton
cg24061141,2591,singleton
cg23799901,2592,singleton
cg23752752,2593,singleton
cg23244488,2594,singleton
cg09258813,2595,singleton
cg22480742,2596,singleton
cg22178238,2597,singleton
cg21743907,2598,singleton
cg21585707,2599,singleton
cg21355828,2600,singleton
cg21186299,2601,singleton
cg20728105,2602,singleton
cg25757598,2603,singleton
cg13413955,2604,singleton
cg10272601,2605,singleton
cg27595860,2606,singleton
cg27039662,2607,singleton
cg27029821,2608,singleton
cg26330518,2609,singleton
cg26290632,2610,singleton
cg26140749,2611,singleton
cg13446474,2612,singleton
cg25471715,2613,singleton
cg25353171,2614,singleton
cg25334393,2615,singleton
cg25021970,2616,singleton
cg24928391,2617,singleton
cg24645214,2618,singleton
cg24150172,2619,singleton
cg14614094,2620,singleton
cg02367696,2621,singleton
cg00745555,2622,singleton
cg00588614,2623,singleton
cg21189438,2624,singleton
cg21159778,2625,singleton
cg20616414,2626,singleton
cg14627348,2627,singleton
cg14620572,2628,singleton
cg24041541,2629,singleton
cg14225031,2630,singleton
cg14189141,2631,singleton
cg13791254,2632,singleton
cg13558371,2633,singleton
cg13533340,2634,singleton
cg13481132,2635,singleton
cg13465477,2636,singleton
cg14354820,2637,singleton
cg16736896,2638,singleton
cg16459364,2639,singleton
cg15839448,2640,singleton
cg15707833,2641,singleton
cg15541630,2642,singleton
cg15277906,2643,singleton
cg14919250,2644,singleton
cg14486338,2645,singleton
cg16848524,2646,singleton
cg14353137,2647,singleton
cg13912117,2648,singleton
cg12070159,2649,singleton
cg11931596,2650,singleton
cg11204212,2651,singleton
cg11071231,2652,singleton
cg11051055,2653,singleton
cg20113824,2654,singleton
cg24013620,2655,singleton
cg23973429,2656,singleton
cg23290344,2657,singleton
cg21709871,2658,singleton
cg21671806,2659,singleton
cg20980783,2660,singleton
cg20661138,2661,singleton
cg20569287,2662,singleton
cg09105193,2663,singleton
cg19937513,2664,singleton
cg19776515,2665,singleton
cg19363499,2666,singleton
cg18898125,2667,singleton
cg18533201,2668,singleton
cg17619823,2669,singleton
cg17307479,2670,singleton
cg03356595,2671,singleton
cg04658841,2672,singleton
cg04503319,2673,singleton
cg04464276,2674,singleton
cg04416734,2675,singleton
cg04398983,2676,singleton
cg04208403,2677,singleton
cg04166294,2678,singleton
cg03389653,2679,singleton
cg05001964,2680,singleton
cg03349020,2681,singleton
cg02943578,2682,singleton
cg02863489,2683,singleton
cg02741882,2684,singleton
cg02548364,2685,singleton
cg02482218,2686,singleton
cg02187214,2687,singleton
cg02047547,2688,singleton
cg09051775,2689,singleton
cg26970841,2690,singleton
cg10123654,2691,singleton
cg09851951,2692,singleton
cg09641689,2693,singleton
cg09559780,2694,singleton
cg09492451,2695,singleton
cg09360770,2696,singleton
cg09064482,2697,singleton
cg01966091,2698,singleton
cg08902977,2699,singleton
cg07336350,2700,singleton
cg07160932,2701,singleton
cg06984903,2702,singleton
cg06601581,2703,singleton
cg05650846,2704,singleton
cg05507654,2705,singleton
cg18491080,2706,singleton
cg23217512,2707,singleton
cg22452230,2708,singleton
cg21801378,2709,singleton
cg21567504,2710,singleton
cg21084284,2711,singleton
cg20809087,2712,singleton
cg19464804,2713,singleton
cg19157034,2714,singleton
cg23934731,2715,singleton
cg18363538,2716,singleton
cg16048568,2717,singleton
cg15070718,2718,singleton
cg13942157,2719,singleton
cg13615592,2720,singleton
cg12850078,2721,singleton
cg12421755,2722,singleton
cg27553667,2723,singleton
cg01083549,2724,singleton
cg01047631,2725,singleton
cg00942219,2726,singleton
cg00916884,2727,singleton
cg00582524,2728,singleton
cg00511674,2729,singleton
cg00381442,2730,singleton
cg27578811,2731,singleton
cg00548708,2732,singleton
cg27552679,2733,singleton
cg26674943,2734,singleton
cg26654798,2735,singleton
cg25950235,2736,singleton
cg25508605,2737,singleton
cg25236230,2738,singleton
cg25049597,2739,singleton
cg21347874,2740,singleton
cg24157892,2741,singleton
cg23798387,2742,singleton
cg23709902,2743,singleton
cg22894896,2744,singleton
cg22353329,2745,singleton
cg22163280,2746,singleton
cg21882300,2747,singleton
cg21692620,2748,singleton
cg24517323,2749,singleton
cg21139312,2750,singleton
cg20405017,2751,singleton
cg20370678,2752,singleton
cg20273670,2753,singleton
cg20090283,2754,singleton
cg19760241,2755,singleton
cg19401340,2756,singleton
cg19106932,2757,singleton
cg03614193,2758,singleton
cg14306734,2759,singleton
cg13437581,2760,singleton
cg12473406,2761,singleton
cg06248560,2762,singleton
cg06090660,2763,singleton
cg05945059,2764,singleton
cg05627083,2765,singleton
cg03735496,2766,singleton
cg18002447,2767,singleton
cg27470213,2768,singleton
cg27125849,2769,singleton
cg26161329,2770,singleton
cg26130488,2771,singleton
cg25616535,2772,singleton
cg25309759,2773,singleton
cg24849872,2774,singleton
cg08345719,2775,singleton
cg11011533,2776,singleton
cg10137837,2777,singleton
cg09927651,2778,singleton
cg09655666,2779,singleton
cg09648727,2780,singleton
cg09161455,2781,singleton
cg09096555,2782,singleton
cg08594218,2783,singleton
cg11071401,2784,singleton
cg08039301,2785,singleton
cg07829379,2786,singleton
cg07365960,2787,singleton
cg06700146,2788,singleton
cg05396212,2789,singleton
cg03679521,2790,singleton
cg02745847,2791,singleton
cg14754787,2792,singleton
cg17833265,2793,singleton
cg17787134,2794,singleton
cg17379325,2795,singleton
cg16969368,2796,singleton
cg16898239,2797,singleton
cg16208357,2798,singleton
cg16195091,2799,singleton
cg15908921,2800,singleton
cg12400336,2801,singleton
cg14692377,2802,singleton
cg14328457,2803,singleton
cg14311597,2804,singleton
cg14244013,2805,singleton
cg12658720,2806,singleton
cg12533658,2807,singleton
cg11301492,2808,singleton
cg16519487,2809,singleton
cg23619365,2810,singleton
cg22900415,2811,singleton
cg22396555,2812,singleton
cg20312205,2813,singleton
cg19712603,2814,singleton
cg19329160,2815,singleton
cg18557131,2816,singleton
cg18437365,2817,singleton
cg24221648,2818,singleton
cg16068263,2819,singleton
cg14472366,2820,singleton
cg14168923,2821,singleton
cg13917662,2822,singleton
cg13692446,2823,singleton
cg12271981,2824,singleton
cg12225226,2825,singleton
cg10795666,2826,singleton
cg00779065,2827,singleton
cg01894498,2828,singleton
cg01882866,2829,singleton
cg01802258,2830,singleton
cg01796166,2831,singleton
cg01739725,2832,singleton
cg01664864,2833,singleton
cg01627823,2834,singleton
cg01268763,2835,singleton
cg10068417,2836,singleton
cg00770998,2837,singleton
cg27180153,2838,singleton
cg26685941,2839,singleton
cg26299169,2840,singleton
cg25461801,2841,singleton
cg25318296,2842,singleton
cg24436446,2843,singleton
cg18612627,2844,singleton
cg23737927,2845,singleton
cg22802813,2846,singleton
cg22635491,2847,singleton
cg22402467,2848,singleton
cg20443254,2849,singleton
cg19794507,2850,singleton
cg19421125,2851,singleton
cg18708986,2852,singleton
cg24453580,2853,singleton
cg16856286,2854,singleton
cg16374999,2855,singleton
cg14643892,2856,singleton
cg13372458,2857,singleton
cg10143811,2858,singleton
cg09692396,2859,singleton
cg09120938,2860,singleton
cg03637815,2861,singleton
cg08386692,2862,singleton
cg08136772,2863,singleton
cg07847863,2864,singleton
cg07416237,2865,singleton
cg05673756,2866,singleton
cg05404236,2867,singleton
cg04047221,2868,singleton
cg03697308,2869,singleton
cg02036261,2870,singleton
cg02067712,2871,singleton
cg00295794,2872,singleton
cg27630311,2873,singleton
cg27464184,2874,singleton
cg27458987,2875,singleton
cg27315191,2876,singleton
cg26953453,2877,singleton
cg20981086,2878,singleton
cg03024760,2879,singleton
cg02281208,2880,singleton
cg01348004,2881,singleton
cg23998119,2882,singleton
cg23248887,2883,singleton
cg23191956,2884,singleton
cg21195256,2885,singleton
cg21039708,2886,singleton
cg04188862,2887,singleton
cg20585530,2888,singleton
cg18877361,2889,singleton
cg18804615,2890,singleton
cg18655384,2891,singleton
cg18511526,2892,singleton
cg18468354,2893,singleton
cg18451814,2894,singleton
cg07394446,2895,singleton
cg12379383,2896,singleton
cg11324957,2897,singleton
cg10763234,2898,singleton
cg09969277,2899,singleton
cg09628962,2900,singleton
cg08182446,2901,singleton
cg07721203,2902,singleton
cg07433663,2903,singleton
cg18414021,2904,singleton
cg06829968,2905,singleton
cg06799422,2906,singleton
cg06784436,2907,singleton
cg05417162,2908,singleton
cg05196969,2909,singleton
cg04875128,2910,singleton
cg04640920,2911,singleton
cg07136325,2912,singleton
cg10755235,2913,singleton
cg10741025,2914,singleton
cg10137231,2915,singleton
cg09994418,2916,singleton
cg09341793,2917,singleton
cg08315174,2918,singleton
cg07573727,2919,singleton
cg07435445,2920,singleton
cg11130317,2921,singleton
cg06957447,2922,singleton
cg04961582,2923,singleton
cg04926361,2924,singleton
cg04193970,2925,singleton
cg04184232,2926,singleton
cg02881570,2927,singleton
cg02210934,2928,singleton
cg13546414,2929,singleton
cg15914828,2930,singleton
cg15489250,2931,singleton
cg15440688,2932,singleton
cg15416329,2933,singleton
cg14507337,2934,singleton
cg14370314,2935,singleton
cg14020846,2936,singleton
cg14005139,2937,singleton
cg13330868,2938,singleton
cg13209481,2939,singleton
cg13126530,2940,singleton
cg13023623,2941,singleton
cg13019491,2942,singleton
cg13012916,2943,singleton
cg12920180,2944,singleton
cg11143148,2945,singleton
cg11274314,2946,singleton
cg13283952,2947,singleton
cg12942414,2948,singleton
cg12912690,2949,singleton
cg12573849,2950,singleton
cg11857704,2951,singleton
cg11726648,2952,singleton
cg11418477,2953,singleton
cg11380327,2954,singleton
cg13700939,2955,singleton
cg10982364,2956,singleton
cg10954469,2957,singleton
cg09424526,2958,singleton
cg09304357,2959,singleton
cg08813062,2960,singleton
cg08750504,2961,singleton
cg08613144,2962,singleton
cg08084860,2963,singleton
cg15562346,2964,singleton
cg17258703,2965,singleton
cg17161250,2966,singleton
cg17156491,2967,singleton
cg16987524,2968,singleton
cg16832267,2969,singleton
cg16700364,2970,singleton
cg16361302,2971,singleton
cg16218721,2972,singleton
cg08077337,2973,singleton
cg15149655,2974,singleton
cg15121420,2975,singleton
cg15054725,2976,singleton
cg14459130,2977,singleton
cg14379854,2978,singleton
cg14165051,2979,singleton
cg14102128,2980,singleton
cg02173749,2981,singleton
cg04316624,2982,singleton
cg04037038,2983,singleton
cg03579107,2984,singleton
cg03181248,2985,singleton
cg02694427,2986,singleton
cg02683759,2987,singleton
cg02629106,2988,singleton
cg02488942,2989,singleton
cg04415176,2990,singleton
cg01576677,2991,singleton
cg00690148,2992,singleton
cg00445126,2993,singleton
cg00318320,2994,singleton
cg00289546,2995,singleton
cg00209038,2996,singleton
cg00097146,2997,singleton
cg05349062,2998,singleton
cg08042975,2999,singleton
cg08031368,3000,singleton
cg07974511,3001,singleton
cg07936950,3002,singleton
cg07098902,3003,singleton
cg07078841,3004,singleton
cg06192497,3005,singleton
cg05864140,3006,singleton
cg17397592,3007,singleton
cg05289022,3008,singleton
cg05214685,3009,singleton
cg05021643,3010,singleton
cg04864807,3011,singleton
cg04749646,3012,singleton
cg04663790,3013,singleton
cg04654530,3014,singleton
cg05142211,3015,singleton
cg07883600,3016,singleton
cg07744841,3017,singleton
cg07351192,3018,singleton
cg07034362,3019,singleton
cg06911020,3020,singleton
cg05531255,3021,singleton
cg05513806,3022,singleton
cg05471845,3023,singleton
cg08066943,3024,singleton
cg05075118,3025,singleton
cg05063999,3026,singleton
cg04908625,3027,singleton
cg03602730,3028,singleton
cg02519751,3029,singleton
cg02164046,3030,singleton
cg00344900,3031,singleton
cg00065935,3032,singleton
cg10943458,3033,singleton
cg13036855,3034,singleton
cg13033938,3035,singleton
cg12993163,3036,singleton
cg12943155,3037,singleton
cg12700904,3038,singleton
cg12412079,3039,singleton
cg12252865,3040,singleton
cg11440030,3041,singleton
cg00028935,3042,singleton
cg10630880,3043,singleton
cg10542584,3044,singleton
cg10245988,3045,singleton
cg09401099,3046,singleton
cg08555653,3047,singleton
cg08276289,3048,singleton
cg08102508,3049,singleton
cg20156659,3050,singleton
cg22880770,3051,singleton
cg22674699,3052,singleton
cg22587479,3053,singleton
cg22388982,3054,singleton
cg22242842,3055,singleton
cg21918313,3056,singleton
cg21117668,3057,singleton
cg20926035,3058,singleton
cg23045594,3059,singleton
cg20139706,3060,singleton
cg20002504,3061,singleton
cg19714279,3062,singleton
cg18856652,3063,singleton
cg18667659,3064,singleton
cg18623980,3065,singleton
cg18077971,3066,singleton
cg25741215,3067,singleton
cg27139836,3068,singleton
cg27076454,3069,singleton
cg26649384,3070,singleton
cg26631984,3071,singleton
cg26337070,3072,singleton
cg26112014,3073,singleton
cg26095658,3074,singleton
cg25756780,3075,singleton
cg27549720,3076,singleton
cg25517810,3077,singleton
cg24772753,3078,singleton
cg24611351,3079,singleton
cg24436906,3080,singleton
cg23424933,3081,singleton
cg23348270,3082,singleton
cg23062198,3083,singleton
cg08169949,3084,singleton
cg10634619,3085,singleton
cg10521153,3086,singleton
cg09864227,3087,singleton
cg09671258,3088,singleton
cg09167414,3089,singleton
cg08894594,3090,singleton
cg08845123,3091,singleton
cg08231710,3092,singleton
cg10717691,3093,singleton
cg07599881,3094,singleton
cg07366503,3095,singleton
cg07202479,3096,singleton
cg07201754,3097,singleton
cg07197785,3098,singleton
cg07181952,3099,singleton
cg07005055,3100,singleton
cg06962177,3101,singleton
cg13673164,3102,singleton
cg15617155,3103,singleton
cg15545772,3104,singleton
cg15007228,3105,singleton
cg14852384,3106,singleton
cg13849378,3107,singleton
cg13806070,3108,singleton
cg13803688,3109,singleton
cg13782884,3110,singleton
cg06936155,3111,singleton
cg13472192,3112,singleton
cg13435718,3113,singleton
cg13060114,3114,singleton
cg12634306,3115,singleton
cg12126857,3116,singleton
cg12071888,3117,singleton
cg11980944,3118,singleton
cg01959730,3119,singleton
cg03650713,3120,singleton
cg03397716,3121,singleton
cg03054277,3122,singleton
cg02987928,3123,singleton
cg02856953,3124,singleton
cg02773945,3125,singleton
cg02631838,3126,singleton
cg02388865,3127,singleton
cg04030615,3128,singleton
cg01931994,3129,singleton
cg01777643,3130,singleton
cg01281911,3131,singleton
cg01134183,3132,singleton
cg01101873,3133,singleton
cg00152008,3134,singleton
cg00095594,3135,singleton
cg06211724,3136,singleton
cg06931612,3137,singleton
cg06829686,3138,singleton
cg06784991,3139,singleton
cg06660332,3140,singleton
cg06645033,3141,singleton
cg06641388,3142,singleton
cg06619077,3143,singleton
cg06445348,3144,singleton
cg15728256,3145,singleton
cg05923687,3146,singleton
cg05364759,3147,singleton
cg05051043,3148,singleton
cg04560225,3149,singleton
cg04552470,3150,singleton
cg04299080,3151,singleton
cg04275027,3152,singleton
cg23291161,3153,singleton
cg24466241,3154,singleton
cg24306982,3155,singleton
cg24151926,3156,singleton
cg24080008,3157,singleton
cg23923856,3158,singleton
cg23847109,3159,singleton
cg23689712,3160,singleton
cg23629166,3161,singleton
cg24469980,3162,singleton
cg23115387,3163,singleton
cg23097402,3164,singleton
cg22851420,3165,singleton
cg22795586,3166,singleton
cg22606205,3167,singleton
cg22451356,3168,singleton
cg21863110,3169,singleton
cg25773262,3170,singleton
cg27504802,3171,singleton
cg27314669,3172,singleton
cg27177841,3173,singleton
cg26841013,3174,singleton
cg26560222,3175,singleton
cg26547924,3176,singleton
cg26345105,3177,singleton
cg25979559,3178,singleton
cg21578219,3179,singleton
cg25465938,3180,singleton
cg25104105,3181,singleton
cg24932457,3182,singleton
cg24884142,3183,singleton
cg24851854,3184,singleton
cg24740868,3185,singleton
cg24662698,3186,singleton
cg16400794,3187,singleton
cg17941572,3188,singleton
cg17879376,3189,singleton
cg17800654,3190,singleton
cg17716664,3191,singleton
cg17477162,3192,singleton
cg17218713,3193,singleton
cg16993043,3194,singleton
cg16554164,3195,singleton
cg18175808,3196,singleton
cg16391955,3197,singleton
cg16348470,3198,singleton
cg16290275,3199,singleton
cg16037711,3200,singleton
cg16015712,3201,singleton
cg15987885,3202,singleton
cg15841063,3203,singleton
cg19251242,3204,singleton
cg21306240,3205,singleton
cg21270860,3206,singleton
cg20463526,3207,singleton
cg20329210,3208,singleton
cg20146541,3209,singleton
cg19901801,3210,singleton
cg19715410,3211,singleton
cg19318393,3212,singleton
cg13347257,3213,singleton
cg19019214,3214,singleton
cg18815943,3215,singleton
cg18786873,3216,singleton
cg18540492,3217,singleton
cg18322569,3218,singleton
cg18318878,3219,singleton
cg18236421,3220,singleton
cg08453194,3221,singleton
cg11118422,3222,singleton
cg10978034,3223,singleton
cg10074727,3224,singleton
cg09893871,3225,singleton
cg09797577,3226,singleton
cg09259037,3227,singleton
cg08958294,3228,singleton
cg08640634,3229,singleton
cg12123671,3230,singleton
cg07923390,3231,singleton
cg07323825,3232,singleton
cg07009376,3233,singleton
cg06558014,3234,singleton
cg06540876,3235,singleton
cg06187770,3236,singleton
cg05452406,3237,singleton
cg05384102,3238,singleton
cg14314744,3239,singleton
cg16113661,3240,singleton
cg16044251,3241,singleton
cg15749870,3242,singleton
cg15406010,3243,singleton
cg14488952,3244,singleton
cg14366571,3245,singleton
cg14344102,3246,singleton
cg14334441,3247,singleton
cg04630292,3248,singleton
cg14271531,3249,singleton
cg14176752,3250,singleton
cg13738144,3251,singleton
cg13486532,3252,singleton
cg13368923,3253,singleton
cg13364903,3254,singleton
cg12419863,3255,singleton
cg20750832,3256,singleton
cg23244289,3257,singleton
cg23065934,3258,singleton
cg23024136,3259,singleton
cg22995692,3260,singleton
cg22855900,3261,singleton
cg22784954,3262,singleton
cg20930366,3263,singleton
cg20755170,3264,singleton
cg23445461,3265,singleton
cg19814981,3266,singleton
cg19609242,3267,singleton
cg19456953,3268,singleton
cg18839637,3269,singleton
cg18705773,3270,singleton
cg18697636,3271,singleton
cg18635552,3272,singleton
cg27090062,3273,singleton
cg03585912,3274,singleton
cg03236802,3275,singleton
cg01995743,3276,singleton
cg01882991,3277,singleton
cg00613752,3278,singleton
cg00590324,3279,singleton
cg00575005,3280,singleton
cg00336320,3281,singleton
cg17017591,3282,singleton
cg27015057,3283,singleton
cg25482900,3284,singleton
cg25449484,3285,singleton
cg25090514,3286,singleton
cg24996482,3287,singleton
cg24711224,3288,singleton
cg24619378,3289,singleton
cg01310829,3290,singleton
cg04115680,3291,singleton
cg04109092,3292,singleton
cg03366574,3293,singleton
cg02168303,3294,singleton
cg02087931,3295,singleton
cg01877778,3296,singleton
cg01688536,3297,singleton
cg01354961,3298,singleton
cg05157140,3299,singleton
cg01217984,3300,singleton
cg00874990,3301,singleton
cg00840332,3302,singleton
cg00622010,3303,singleton
cg00292135,3304,singleton
cg00173659,3305,singleton
cg26954968,3306,singleton
cg26845300,3307,singleton
cg09267051,3308,singleton
cg12935170,3309,singleton
cg12345672,3310,singleton
cg12223582,3311,singleton
cg11881754,3312,singleton
cg10659805,3313,singleton
cg09754845,3314,singleton
cg09516959,3315,singleton
cg09477453,3316,singleton
cg26422161,3317,singleton
cg09124496,3318,singleton
cg08540945,3319,singleton
cg07927379,3320,singleton
cg06155229,3321,singleton
cg05994320,3322,singleton
cg05809668,3323,singleton
cg05666820,3324,singleton
cg18243760,3325,singleton
cg20294304,3326,singleton
cg20133890,3327,singleton
cg20114732,3328,singleton
cg20011562,3329,singleton
cg19384531,3330,singleton
cg18849840,3331,singleton
cg18782604,3332,singleton
cg18468088,3333,singleton
cg20442599,3334,singleton
cg18206017,3335,singleton
cg18018027,3336,singleton
cg17760405,3337,singleton
cg17697633,3338,singleton
cg17303756,3339,singleton
cg17295225,3340,singleton
cg17066943,3341,singleton
cg23946695,3342,singleton
cg26280713,3343,singleton
cg25729445,3344,singleton
cg25360181,3345,singleton
cg25051341,3346,singleton
cg24369185,3347,singleton
cg24311382,3348,singleton
cg24211504,3349,singleton
cg24151352,3350,singleton
cg18530551,3351,singleton
cg23930856,3352,singleton
cg23627335,3353,singleton
cg22851295,3354,singleton
cg22367191,3355,singleton
cg22282405,3356,singleton
cg22218573,3357,singleton
cg21277243,3358,singleton
cg06679347,3359,singleton
cg09354241,3360,singleton
cg08474859,3361,singleton
cg08297751,3362,singleton
cg08062484,3363,singleton
cg07907386,3364,singleton
cg07349208,3365,singleton
cg07171111,3366,singleton
cg06970472,3367,singleton
cg10850791,3368,singleton
cg06588201,3369,singleton
cg06374325,3370,singleton
cg06065125,3371,singleton
cg05990549,3372,singleton
cg05164933,3373,singleton
cg04575395,3374,singleton
cg03204605,3375,singleton
cg03184290,3376,singleton
cg14146100,3377,singleton
cg17231999,3378,singleton
cg17128947,3379,singleton
cg16509851,3380,singleton
cg16357388,3381,singleton
cg16295725,3382,singleton
cg15707093,3383,singleton
cg14704921,3384,singleton
cg14249348,3385,singleton
cg02348751,3386,singleton
cg12950911,3387,singleton
cg12765028,3388,singleton
cg12598635,3389,singleton
cg12306195,3390,singleton
